,duration,object,caption,prob
392,392,tv_0.60,a woman in a white dress holding a cell phone .,5.10E-05
393,393,tv_0.60,a woman in a white dress holding a cell phone .,5.10E-05
394,394,tv_0.60,a woman in a white dress holding a cell phone .,5.10E-05
395,395,tv_0.60,a woman in a white dress holding a cell phone .,5.10E-05
396,396,tv_0.60,a woman in a white dress holding a cell phone .,5.10E-05
397,397,tie_0.99;refrigerator_0.78,a group of people standing in a room .,0.000925
398,398,tie_0.99;refrigerator_0.78,a group of people standing in a room .,0.000925
399,399,tie_0.99;refrigerator_0.78,a group of people standing in a room .,0.000925
400,400,tie_0.99;refrigerator_0.78,a group of people standing in a room .,0.000925
401,401,tie_0.99;refrigerator_0.78,a group of people standing in a room .,0.000925
402,402,cell phone_0.82,a woman and a man standing next to each other .,0.000694
403,403,cell phone_0.82,a woman and a man standing next to each other .,0.000694
404,404,cell phone_0.82,a woman and a man standing next to each other .,0.000694
405,405,cell phone_0.82,a woman and a man standing next to each other .,0.000694
406,406,cell phone_0.82,a woman and a man standing next to each other .,0.000694
407,407,cell phone_0.82,a woman and a man standing next to each other .,0.000694
408,408,cell phone_0.82,a woman and a man standing next to each other .,0.000694
409,409,cell phone_0.82,a woman and a man standing next to each other .,0.000694
410,410,cell phone_0.82,a woman and a man standing next to each other .,0.000694
411,411,cell phone_0.82,a woman and a man standing next to each other .,0.000694
412,412,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.001589
413,413,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.001589
414,414,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.001589
415,415,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.001589
416,416,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.001589
417,417,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.001589
418,418,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.001589
419,419,,a woman in a pink dress holding a cell phone .,2.70E-05
420,420,,a woman in a pink dress holding a cell phone .,2.70E-05
421,421,,a woman in a pink dress holding a cell phone .,2.70E-05
422,422,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.000877
423,423,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.000877
424,424,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.000877
425,425,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.000877
426,426,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.000877
427,427,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.000877
428,428,tv_0.60;tie_1.00,a man in a suit and tie standing in a room .,0.000877
429,429,tie_0.51,a man and a woman standing next to each other .,0.002223
430,430,tie_0.51,a man and a woman standing next to each other .,0.002223
431,431,tv_0.89;tie_1.00,a man in a suit and tie standing in a room .,0.001441
432,432,tv_0.89;tie_1.00,a man in a suit and tie standing in a room .,0.001441
433,433,,a woman and a man standing next to each other .,0.000338
434,434,traffic light_0.74;tie_1.00;clock_0.40,a man and a woman standing next to each other .,0.001973
435,435,traffic light_0.74;tie_1.00;clock_0.40,a man and a woman standing next to each other .,0.001973
436,436,traffic light_0.74;tie_1.00;clock_0.40,a man and a woman standing next to each other .,0.001973
437,437,traffic light_0.74;tie_1.00;clock_0.40,a man and a woman standing next to each other .,0.001973
438,438,,a woman standing in front of a mirror holding a cell phone .,0.000129
439,439,,a woman standing in front of a mirror holding a cell phone .,0.000129
440,440,tv_0.76;tie_1.00,a man in a suit and tie standing in a room .,0.001047
441,441,,a woman is holding a wii remote in her hand .,8.50E-05
442,442,tv_0.59;tie_1.00,a man in a suit and tie standing in a room .,0.000771
443,443,tv_0.59;tie_1.00,a man in a suit and tie standing in a room .,0.000771
444,444,sports ball_0.57,a woman holding a nintendo wii game controller .,0.006562
445,445,sports ball_0.57,a woman holding a nintendo wii game controller .,0.006562
446,446,tv_0.59;tie_1.00,a man in a suit and tie standing in a room .,0.001722
447,447,tv_0.38;cell phone_0.59;refrigerator_0.38,a woman standing next to a man in a room .,0.000209
448,448,tv_0.38;cell phone_0.59;refrigerator_0.38,a woman standing next to a man in a room .,0.000209
449,449,tv_0.38;cell phone_0.59;refrigerator_0.38,a woman standing next to a man in a room .,0.000209
450,450,tv_0.38;cell phone_0.59;refrigerator_0.38,a woman standing next to a man in a room .,0.000209
451,451,tv_0.38;cell phone_0.59;refrigerator_0.38,a woman standing next to a man in a room .,0.000209
452,452,tv_0.76;tie_1.00,a man in a suit and tie standing in a room .,0.001632
453,453,tv_0.76;tie_1.00,a man in a suit and tie standing in a room .,0.001632
454,454,tv_0.76;tie_1.00,a man in a suit and tie standing in a room .,0.001632
455,455,tv_0.76;tie_1.00,a man in a suit and tie standing in a room .,0.001632
456,456,tv_0.76;tie_1.00,a man in a suit and tie standing in a room .,0.001632
457,457,,a man and a woman standing next to each other .,0.002808
458,458,,a man and a woman standing next to each other .,0.002808
459,459,tv_0.51;tie_1.00,a man in a suit and tie standing in a room .,0.001683
460,460,,a man and a woman standing next to each other .,0.001939
461,461,tie_0.73;train_0.40,a man and a woman standing next to each other .,0.002306
462,462,tie_0.73;train_0.40,a man and a woman standing next to each other .,0.002306
463,463,tie_0.73;train_0.40,a man and a woman standing next to each other .,0.002306
464,464,tie_0.73;train_0.40,a man and a woman standing next to each other .,0.002306
465,465,tv_0.65;tie_1.00,a man in a suit and tie standing in a room .,0.001456
466,466,tv_0.65;tie_1.00,a man in a suit and tie standing in a room .,0.001456
467,467,tv_0.65;tie_1.00,a man in a suit and tie standing in a room .,0.001456
468,468,tv_0.65;tie_1.00,a man in a suit and tie standing in a room .,0.001456
469,469,chair_0.41,a man and a woman standing next to each other .,0.002611
470,470,chair_0.41,a man and a woman standing next to each other .,0.002611
471,471,chair_0.41,a man and a woman standing next to each other .,0.002611
472,472,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
473,473,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
474,474,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
475,475,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
476,476,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
477,477,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
478,478,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
479,479,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
480,480,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
481,481,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
482,482,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
483,483,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
484,484,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
485,485,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
486,486,tv_0.79;tie_1.00;sports ball_0.68,a man in a suit and tie standing in a room .,0.000498
487,487,tv_1.00;bowl_0.47;chair_0.91;clock_0.40;dining table_0.69,a man and a woman standing next to each other .,0.002534
488,488,tv_1.00;bowl_0.47;chair_0.91;clock_0.40;dining table_0.69,a man and a woman standing next to each other .,0.002534
489,489,tv_1.00;bowl_0.47;chair_0.91;clock_0.40;dining table_0.69,a man and a woman standing next to each other .,0.002534
490,490,tv_1.00;bowl_0.47;chair_0.91;clock_0.40;dining table_0.69,a man and a woman standing next to each other .,0.002534
491,491,refrigerator_0.48;cup_0.44,a man standing in front of a bathroom mirror .,0.000593
492,492,refrigerator_0.48;cup_0.44,a man standing in front of a bathroom mirror .,0.000593
493,493,refrigerator_0.48;cup_0.44,a man standing in front of a bathroom mirror .,0.000593
494,494,dining table_0.61;remote_0.42;couch_0.74;book_0.51;tie_0.91;chair_0.63;donut_0.84;cell phone_0.49;toilet_0.73;truck_0.92,a man sitting at a table in front of a microphone .,0.0016
495,495,dining table_0.80;couch_0.62;wine glass_0.43;tv_1.00;book_0.69;chair_0.86,a young boy is playing a video game .,0.000997
496,496,dining table_0.80;couch_0.62;wine glass_0.43;tv_1.00;book_0.69;chair_0.86,a young boy is playing a video game .,0.000997
497,497,dining table_0.80;couch_0.62;wine glass_0.43;tv_1.00;book_0.69;chair_0.86,a young boy is playing a video game .,0.000997
498,498,dining table_0.80;couch_0.62;wine glass_0.43;tv_1.00;book_0.69;chair_0.86,a young boy is playing a video game .,0.000997
499,499,dining table_0.80;couch_0.62;wine glass_0.43;tv_1.00;book_0.69;chair_0.86,a young boy is playing a video game .,0.000997
500,500,tv_1.00;book_0.62,a man is holding a video game controller,0.000846
501,501,tv_1.00;book_0.62,a man is holding a video game controller,0.000846
502,502,tv_1.00;book_0.62,a man is holding a video game controller,0.000846
503,503,tv_1.00;book_0.62,a man is holding a video game controller,0.000846
504,504,tv_1.00;book_0.62,a man is holding a video game controller,0.000846
505,505,tv_1.00;book_0.62,a man is holding a video game controller,0.000846
506,506,tv_1.00;book_0.62,a man is holding a video game controller,0.000846
507,507,remote_0.62;couch_0.83;car_0.54;tv_0.89;book_0.45;tie_0.76;chair_0.82;truck_0.44,a man and a woman sitting on a couch .,0.001489
508,508,remote_0.62;couch_0.83;car_0.54;tv_0.89;book_0.45;tie_0.76;chair_0.82;truck_0.44,a man and a woman sitting on a couch .,0.001489
509,509,remote_0.62;couch_0.83;car_0.54;tv_0.89;book_0.45;tie_0.76;chair_0.82;truck_0.44,a man and a woman sitting on a couch .,0.001489
510,510,remote_0.62;couch_0.83;car_0.54;tv_0.89;book_0.45;tie_0.76;chair_0.82;truck_0.44,a man and a woman sitting on a couch .,0.001489
511,511,dining table_0.57;remote_0.67;couch_0.97;tv_1.00;bottle_0.53;chair_0.66;clock_0.55,a group of people playing a game with remote controllers .,0.000753
512,512,dining table_0.57;remote_0.67;couch_0.97;tv_1.00;bottle_0.53;chair_0.66;clock_0.55,a group of people playing a game with remote controllers .,0.000753
513,513,dining table_0.57;remote_0.67;couch_0.97;tv_1.00;bottle_0.53;chair_0.66;clock_0.55,a group of people playing a game with remote controllers .,0.000753
514,514,dining table_0.57;remote_0.67;couch_0.97;tv_1.00;bottle_0.53;chair_0.66;clock_0.55,a group of people playing a game with remote controllers .,0.000753
515,515,dining table_0.57;remote_0.67;couch_0.97;tv_1.00;bottle_0.53;chair_0.66;clock_0.55,a group of people playing a game with remote controllers .,0.000753
516,516,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
517,517,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
518,518,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
519,519,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
520,520,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
521,521,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
522,522,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
523,523,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
524,524,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
525,525,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
526,526,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
527,527,knife_0.39;remote_0.42;couch_0.45;oven_0.96;parking meter_0.54;microwave_0.99;teddy bear_0.46;bottle_0.89;book_0.36;chair_0.45;refrigerator_1.00;cell phone_0.45;bowl_0.58,a man standing in front of a refrigerator .,0.00212
528,528,tv_1.00;couch_0.45;tie_0.99;chair_0.71;remote_0.90,a man in a suit and tie sitting in a chair,6.90E-05
529,529,tv_1.00;couch_0.45;tie_0.99;chair_0.71;remote_0.90,a man in a suit and tie sitting in a chair,6.90E-05
530,530,bottle_0.93;handbag_0.72;refrigerator_0.98;microwave_1.00,a man standing in front of a refrigerator .,0.000711
531,531,bottle_0.93;handbag_0.72;refrigerator_0.98;microwave_1.00,a man standing in front of a refrigerator .,0.000711
532,532,bottle_0.93;handbag_0.72;refrigerator_0.98;microwave_1.00,a man standing in front of a refrigerator .,0.000711
533,533,tv_0.99;couch_0.62;tie_1.00;chair_0.60;bottle_0.72,a man in a suit and tie sitting in a chair .,0.001134
534,534,tv_0.99;couch_0.62;tie_1.00;chair_0.60;bottle_0.72,a man in a suit and tie sitting in a chair .,0.001134
535,535,tv_0.99;couch_0.62;tie_1.00;chair_0.60;bottle_0.72,a man in a suit and tie sitting in a chair .,0.001134
536,536,tv_0.99;couch_0.62;tie_1.00;chair_0.60;bottle_0.72,a man in a suit and tie sitting in a chair .,0.001134
537,537,tv_0.99;couch_0.62;tie_1.00;chair_0.60;bottle_0.72,a man in a suit and tie sitting in a chair .,0.001134
538,538,tv_0.99;couch_0.62;tie_1.00;chair_0.60;bottle_0.72,a man in a suit and tie sitting in a chair .,0.001134
539,539,tv_0.99;couch_0.62;tie_1.00;chair_0.60;bottle_0.72,a man in a suit and tie sitting in a chair .,0.001134
540,540,oven_0.98;microwave_0.62;bottle_0.84;chair_0.77;refrigerator_0.99;cell phone_0.63,a man in a baseball uniform holding a bat .,0.000164
541,541,oven_0.98;microwave_0.62;bottle_0.84;chair_0.77;refrigerator_0.99;cell phone_0.63,a man in a baseball uniform holding a bat .,0.000164
542,542,oven_0.98;microwave_0.62;bottle_0.84;chair_0.77;refrigerator_0.99;cell phone_0.63,a man in a baseball uniform holding a bat .,0.000164
543,543,couch_0.98;car_0.83;tv_1.00;book_0.51;tie_0.98;sports ball_0.65;chair_0.66;clock_0.42,a group of people playing a game with nintendo wii controllers .,0.000432
544,544,couch_0.98;car_0.83;tv_1.00;book_0.51;tie_0.98;sports ball_0.65;chair_0.66;clock_0.42,a group of people playing a game with nintendo wii controllers .,0.000432
545,545,couch_0.98;car_0.83;tv_1.00;book_0.51;tie_0.98;sports ball_0.65;chair_0.66;clock_0.42,a group of people playing a game with nintendo wii controllers .,0.000432
546,546,sink_0.56;laptop_0.41;fork_0.62;microwave_0.98;book_0.74;bottle_0.88;tie_1.00;chair_0.78;refrigerator_1.00,two men standing in a living room playing nintendo wii,0.000402
547,547,sink_0.56;laptop_0.41;fork_0.62;microwave_0.98;book_0.74;bottle_0.88;tie_1.00;chair_0.78;refrigerator_1.00,two men standing in a living room playing nintendo wii,0.000402
548,548,sink_0.56;laptop_0.41;fork_0.62;microwave_0.98;book_0.74;bottle_0.88;tie_1.00;chair_0.78;refrigerator_1.00,two men standing in a living room playing nintendo wii,0.000402
549,549,sink_0.56;laptop_0.41;fork_0.62;microwave_0.98;book_0.74;bottle_0.88;tie_1.00;chair_0.78;refrigerator_1.00,two men standing in a living room playing nintendo wii,0.000402
550,550,sink_0.56;laptop_0.41;fork_0.62;microwave_0.98;book_0.74;bottle_0.88;tie_1.00;chair_0.78;refrigerator_1.00,two men standing in a living room playing nintendo wii,0.000402
551,551,handbag_0.52;cup_0.77;vase_0.43,a man standing next to a woman in a room .,0.000264
552,552,handbag_0.52;cup_0.77;vase_0.43,a man standing next to a woman in a room .,0.000264
553,553,handbag_0.52;cup_0.77;vase_0.43,a man standing next to a woman in a room .,0.000264
554,554,handbag_0.52;cup_0.77;vase_0.43,a man standing next to a woman in a room .,0.000264
555,555,couch_0.99;microwave_0.99;tv_0.84;bottle_0.65;tie_0.99;chair_0.95;book_0.40;cell phone_0.35;bowl_0.47,a man standing in a living room holding a wii controller .,0.001805
556,556,couch_0.99;microwave_0.99;tv_0.84;bottle_0.65;tie_0.99;chair_0.95;book_0.40;cell phone_0.35;bowl_0.47,a man standing in a living room holding a wii controller .,0.001805
557,557,couch_0.99;microwave_0.99;tv_0.84;bottle_0.65;tie_0.99;chair_0.95;book_0.40;cell phone_0.35;bowl_0.47,a man standing in a living room holding a wii controller .,0.001805
558,558,couch_0.99;microwave_0.99;tv_0.84;bottle_0.65;tie_0.99;chair_0.95;book_0.40;cell phone_0.35;bowl_0.47,a man standing in a living room holding a wii controller .,0.001805
559,559,couch_0.99;microwave_0.99;tv_0.84;bottle_0.65;tie_0.99;chair_0.95;book_0.40;cell phone_0.35;bowl_0.47,a man standing in a living room holding a wii controller .,0.001805
560,560,couch_0.99;microwave_0.99;tv_0.84;bottle_0.65;tie_0.99;chair_0.95;book_0.40;cell phone_0.35;bowl_0.47,a man standing in a living room holding a wii controller .,0.001805
561,561,couch_0.99;microwave_0.99;tv_0.84;bottle_0.65;tie_0.99;chair_0.95;book_0.40;cell phone_0.35;bowl_0.47,a man standing in a living room holding a wii controller .,0.001805
562,562,toothbrush_0.48;dining table_0.51;couch_0.96;mouse_0.49;tie_0.99;chair_0.89,a man in a suit and tie standing in a room .,0.001999
563,563,toothbrush_0.48;dining table_0.51;couch_0.96;mouse_0.49;tie_0.99;chair_0.89,a man in a suit and tie standing in a room .,0.001999
564,564,toothbrush_0.48;dining table_0.51;couch_0.96;mouse_0.49;tie_0.99;chair_0.89,a man in a suit and tie standing in a room .,0.001999
565,565,toothbrush_0.48;dining table_0.51;couch_0.96;mouse_0.49;tie_0.99;chair_0.89,a man in a suit and tie standing in a room .,0.001999
566,566,toothbrush_0.48;dining table_0.51;couch_0.96;mouse_0.49;tie_0.99;chair_0.89,a man in a suit and tie standing in a room .,0.001999
567,567,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
568,568,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
569,569,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
570,570,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
571,571,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
572,572,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
573,573,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
574,574,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
575,575,book_0.44;refrigerator_0.51,a man in a suit and tie standing in a bathroom .,0.001472
576,576,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
577,577,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
578,578,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
579,579,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
580,580,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
581,581,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
582,582,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
583,583,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
584,584,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
585,585,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
586,586,dining table_0.37;couch_0.98;book_0.52;tie_1.00;chair_0.63;cell phone_0.85;bowl_0.99,a man in a suit and tie standing next to a woman .,0.00018
587,587,,a couple of men standing next to each other .,0.001535
588,588,,a couple of men standing next to each other .,0.001535
589,589,couch_0.57;tie_0.98;chair_0.65;mouse_0.47,a man in a suit and tie standing in a room .,0.001083
590,590,couch_0.57;tie_0.98;chair_0.65;mouse_0.47,a man in a suit and tie standing in a room .,0.001083
591,591,book_0.67;chair_0.70;refrigerator_0.50,a man in a suit and tie standing in front of a microphone .,3.00E-05
592,592,book_0.67;chair_0.70;refrigerator_0.50,a man in a suit and tie standing in front of a microphone .,3.00E-05
593,593,book_0.67;chair_0.70;refrigerator_0.50,a man in a suit and tie standing in front of a microphone .,3.00E-05
594,594,book_0.67;chair_0.70;refrigerator_0.50,a man in a suit and tie standing in front of a microphone .,3.00E-05
595,595,book_0.67;chair_0.70;refrigerator_0.50,a man in a suit and tie standing in front of a microphone .,3.00E-05
596,596,chair_0.86;tie_0.88;bowl_0.95,a man in a suit and tie standing next to a woman .,0.000119
597,597,chair_0.86;tie_0.88;bowl_0.95,a man in a suit and tie standing next to a woman .,0.000119
598,598,,a couple of men standing next to each other .,0.003876
599,599,,a couple of men standing next to each other .,0.003876
600,600,bowl_0.87;tie_0.99;chair_0.92,a man in a suit and tie standing in a room .,0.001081
601,601,tie_0.95;cup_0.40,a group of men standing next to each other .,0.002141
602,602,tie_0.95;cup_0.40,a group of men standing next to each other .,0.002141
603,603,tie_0.95;cup_0.40,a group of men standing next to each other .,0.002141
604,604,tie_0.95;cup_0.40,a group of men standing next to each other .,0.002141
605,605,tie_0.95;cup_0.40,a group of men standing next to each other .,0.002141
606,606,tie_0.95;cup_0.40,a group of men standing next to each other .,0.002141
607,607,tie_0.95;cup_0.40,a group of men standing next to each other .,0.002141
608,608,tie_0.95;cup_0.40,a group of men standing next to each other .,0.002141
609,609,cup_0.94;potted plant_0.89;couch_0.59;bench_0.41;tv_0.99;chair_0.67;cell phone_0.41;vase_1.00,a woman standing in front of a mirror in a kitchen .,0.000207
610,610,cup_0.94;potted plant_0.89;couch_0.59;bench_0.41;tv_0.99;chair_0.67;cell phone_0.41;vase_1.00,a woman standing in front of a mirror in a kitchen .,0.000207
611,611,cup_0.94;potted plant_0.89;couch_0.59;bench_0.41;tv_0.99;chair_0.67;cell phone_0.41;vase_1.00,a woman standing in front of a mirror in a kitchen .,0.000207
612,612,cup_0.94;potted plant_0.89;couch_0.59;bench_0.41;tv_0.99;chair_0.67;cell phone_0.41;vase_1.00,a woman standing in front of a mirror in a kitchen .,0.000207
613,613,cup_0.94;potted plant_0.89;couch_0.59;bench_0.41;tv_0.99;chair_0.67;cell phone_0.41;vase_1.00,a woman standing in front of a mirror in a kitchen .,0.000207
614,614,cup_0.84;potted plant_0.87;dining table_0.44;book_0.56;bottle_0.85;chair_0.97;refrigerator_0.98;vase_0.96,a woman is standing in a room with a table .,1.10E-05
615,615,cup_0.84;potted plant_0.87;dining table_0.44;book_0.56;bottle_0.85;chair_0.97;refrigerator_0.98;vase_0.96,a woman is standing in a room with a table .,1.10E-05
616,616,cup_0.87;potted plant_0.93;knife_0.42;chair_0.97;baseball bat_0.60;vase_1.00,a woman standing next to a man holding a wine glass .,0.000553
617,617,cup_0.87;potted plant_0.93;knife_0.42;chair_0.97;baseball bat_0.60;vase_1.00,a woman standing next to a man holding a wine glass .,0.000553
618,618,cup_0.87;potted plant_0.93;knife_0.42;chair_0.97;baseball bat_0.60;vase_1.00,a woman standing next to a man holding a wine glass .,0.000553
619,619,cup_0.87;potted plant_0.93;knife_0.42;chair_0.97;baseball bat_0.60;vase_1.00,a woman standing next to a man holding a wine glass .,0.000553
620,620,cup_0.85;potted plant_0.96;bottle_0.55;chair_0.74;refrigerator_0.94;bowl_0.68;vase_0.50,a woman holding a glass of wine in her hand .,3.60E-05
621,621,cup_0.85;potted plant_0.96;bottle_0.55;chair_0.74;refrigerator_0.94;bowl_0.68;vase_0.50,a woman holding a glass of wine in her hand .,3.60E-05
622,622,cup_0.85;potted plant_0.96;bottle_0.55;chair_0.74;refrigerator_0.94;bowl_0.68;vase_0.50,a woman holding a glass of wine in her hand .,3.60E-05
623,623,suitcase_0.40;cup_0.64;vase_0.99;potted plant_0.75,a couple of women standing next to each other .,0.002689
624,624,cup_0.79;dining table_0.67;handbag_0.51;couch_0.88;potted plant_0.80;wine glass_0.35;tv_0.95;bottle_0.82;book_0.97;chair_0.95;bowl_0.87;vase_0.39,a man and a woman standing in a living room .,0.000439
625,625,cup_0.79;dining table_0.67;handbag_0.51;couch_0.88;potted plant_0.80;wine glass_0.35;tv_0.95;bottle_0.82;book_0.97;chair_0.95;bowl_0.87;vase_0.39,a man and a woman standing in a living room .,0.000439
626,626,cup_0.79;dining table_0.67;handbag_0.51;couch_0.88;potted plant_0.80;wine glass_0.35;tv_0.95;bottle_0.82;book_0.97;chair_0.95;bowl_0.87;vase_0.39,a man and a woman standing in a living room .,0.000439
627,627,cup_0.79;dining table_0.67;handbag_0.51;couch_0.88;potted plant_0.80;wine glass_0.35;tv_0.95;bottle_0.82;book_0.97;chair_0.95;bowl_0.87;vase_0.39,a man and a woman standing in a living room .,0.000439
628,628,cup_0.59;potted plant_0.72;laptop_0.46;tv_0.98;chair_0.39;vase_0.99,a woman holding a nintendo wii game controller .,0.010404
629,629,cup_0.59;potted plant_0.72;laptop_0.46;tv_0.98;chair_0.39;vase_0.99,a woman holding a nintendo wii game controller .,0.010404
630,630,cup_0.59;potted plant_0.72;laptop_0.46;tv_0.98;chair_0.39;vase_0.99,a woman holding a nintendo wii game controller .,0.010404
631,631,cup_0.59;potted plant_0.72;laptop_0.46;tv_0.98;chair_0.39;vase_0.99,a woman holding a nintendo wii game controller .,0.010404
